0.000163559,0.00233645,1,0.016389,-9.35627e-08,-0.00107296,1,165,67,Noise
0.000164826,0.0023753,1,0.0166573,-9.26964e-08,-0.00108342,1,166,66,Noise
0.000164366,0.00236967,1,0.0166573,-9.53468e-08,-0.00105263,1,166,66,Noise
0.000672495,0.00480769,1,0.0269865,-1.64118e-07,-0.000611247,1,144,94,Noise
0.00609756,0.0133333,1,0.0630276,-4.17134e-07,-0.000240327,1,134,106,Noise
0.00016581,0.00322581,1,0.0166573,-9.81492e-08,-0.00102249,1,166,67,Noise
0.000161917,0.00238095,1,0.0163934,-9.1846e-08,-0.0010929,1,166,65,Noise
0.000163479,0.00251889,1,0.016389,-9.26918e-08,-0.00108342,1,169,62,Noise
0.00016787,0.00240964,1,0.016389,-9.35571e-08,-0.00107296,1,169,62,Noise
0.000170155,0.00239808,1,0.0169492,-9.53392e-08,-0.00105263,1,168,61,Noise
0.00016675,0.00246305,1,0.0166667,-9.26899e-08,-0.00108342,1,167,60,Noise
0.000164799,0.002457,1,0.0166573,-9.35562e-08,-0.00107296,1,166,60,Noise
0.000160256,0.00233645,1,0.0169343,-9.35562e-08,-0.00107296,1,167,60,Noise
0.00016518,0.002331,1,0.0168753,-9.18386e-08,-0.0010929,1,168,58,Noise
0.000161996,0.00440529,1,0.0166667,-1.61447e-07,-0.000621118,1,167,58,Noise
0.00016415,0.002331,1,0.0166573,-9.10019e-08,-0.00110254,1,168,58,Noise
0.00016581,0.00242131,1,0.0166573,-9.10001e-08,-0.00110254,1,174,54,Noise
0.00357143,0.0212766,1,0.0494184,-3.03316e-07,-0.000330469,1,141,91,Noise
0.000160308,0.00242131,1,0.015873,-8.85815e-08,-0.0011325,1,173,55,Noise
0.000154895,0.00234742,1,0.0153846,-8.48314e-08,-0.00118343,1,178,54,Noise
0.000163026,0.00230947,1,0.0151515,-8.41186e-08,-0.00119332,1,181,53,Noise
0.000146306,0.00221239,1,0.0142754,-8.00817e-08,-0.00125313,1,185,52,Noise
0.000148148,0.00220751,1,0.0147059,-7.82048e-08,-0.0012837,1,190,52,Noise
0.000170999,0.00239234,1,0.0161099,-9.44331e-08,-0.0010627,1,225,55,Noise
0.000171409,0.00278552,1,0.0197086,-1.07627e-07,-0.000931966,1,204,50,Noise
0.000173792,0.00278552,1,0.0200327,-1.08797e-07,-0.000922509,1,203,51,Noise
0.000177904,0.00282486,1,0.0200327,-1.09992e-07,-0.000912409,1,203,51,Noise
0.00398406,0.0178571,1,0.0430968,-2.27478e-07,-0.000440723,1,182,88,Noise
0.0060241,0.0217391,1,0.0519527,-2.78031e-07,-0.00036049,1,183,89,Noise
0.00505051,0.00934579,1,0.055465,-4.76715e-07,-0.000210305,1,190,98,Noise
0.000231,0.00151057,1,0.00943396,-5.62738e-08,-0.00178891,1,239,137,Noise
0.00200401,0.0125,1,0.0303462,-1.47297e-07,-0.000681663,1,242,164,Noise
0.00232558,0.0140845,1,0.0389133,-2.86344e-07,-0.000351,1,10,210,Noise
0.00497512,0.00943396,1,0.055465,-4.55046e-07,-0.000220313,1,190,98,Noise
0.000230734,0.00087108,1,0.00925926,-5.62749e-08,-0.00178891,1,239,137,Noise
0.00207469,0.00684932,1,0.0322581,-1.66952e-07,-0.000601685,1,244,164,Noise
0.00231481,0.0140845,1,0.0315699,-2.70866e-07,-0.000371058,1,10,210,Noise
0.000290444,0.00269542,1,0.0155922,-1.08882e-07,-0.000922509,1,272,134,Noise
0.00497512,0.00925926,1,0.055465,-4.55046e-07,-0.000220313,1,190,98,Noise
0.00065445,0.00287356,1,0.0188679,-1.06562e-07,-0.000942507,1,169,147,Noise
0.00248756,0.0144928,1,0.0339438,-2.70866e-07,-0.000371058,1,10,211,Noise
0.00502513,0.00925926,1,0.055465,-4.55046e-07,-0.000220313,1,190,98,Noise
0.000277162,0.00148588,1,0.0103606,-7.31155e-08,-0.00137552,1,261,136,Noise
0.00124844,0.00584795,1,0.0348935,-2.27646e-07,-0.000440917,1,150,143,Noise
0.003125,0.0128205,1,0.0321717,-1.61559e-07,-0.000621504,1,235,164,Noise
0.00220751,0.0140845,1,0.0403719,-2.86344e-07,-0.000351,1,10,209,Noise
0.000169205,0.00131926,1,0.00871295,-5.44415e-08,-0.00184843,1,237,138,Noise
0.0020202,0.00263158,1,0.027027,-1.43103e-07,-0.000701754,1,240,164,Noise
0.00284091,0.0153846,1,0.03125,-1.78867e-07,-0.000561482,1,242,166,Noise
0.00024432,0.00209205,1,0.0131579,-8.27862e-08,-0.00121359,1,265,136,Noise
0.000669344,0.00869565,1,0.0218877,-1.58977e-07,-0.000631712,1,159,147,Noise
0.000245158,0.002079,1,0.0131579,-8.2787e-08,-0.00121359,1,265,136,Noise
0.000654022,0.00689655,1,0.0214863,-1.28404e-07,-0.000781861,1,159,146,Noise
0.000239234,0.00330033,1,0.00934579,-1.23656e-07,-0.000812348,1,241,137,Noise
0.00200803,0.00289855,1,0.0294118,-1.431e-07,-0.000701754,1,242,163,Noise
0.00215983,0.00294985,1,0.0322581,-1.69784e-07,-0.000591366,1,244,164,Noise
0.000267809,0.00197628,1,0.0135148,-8.27854e-08,-0.00121359,1,269,134,Noise
0.000859107,0.00628931,1,0.0190029,-1.12537e-07,-0.000892857,1,162,146,Noise
0.000290192,0.00271739,1,0.0155922,-1.10077e-07,-0.000912409,1,272,134,Noise
0.000738552,0.00198807,1,0.0192308,-1.12548e-07,-0.000892857,1,170,147,Noise
0.00215983,0.00478469,1,0.03125,-1.66951e-07,-0.000601685,1,243,164,Noise
0.000447227,0.00374532,1,0.0199028,-1.43069e-07,-0.000701754,1,282,123,Noise
0.00137363,0.00625,1,0.0366989,-2.44296e-07,-0.000410846,1,150,143,Noise
0.00172414,0.00510204,1,0.0346539,-1.92631e-07,-0.000521376,1,196,151,Noise
0.000881057,0.00505051,1,0.0259853,-1.35367e-07,-0.00074184,1,252,158,Noise
0.000231803,0.00100806,1,0.00909091,-5.53416e-08,-0.00181818,1,241,136,Noise
0.00869565,0.0103093,1,0.104141,-6.67401e-07,-0.000150195,1,188,104,Noise
0.00239808,0.00689655,1,0.0322581,-1.69784e-07,-0.000591366,1,244,164,Noise
0.00121951,0.00574713,1,0.0348935,-2.27646e-07,-0.000440917,1,150,144,Noise
0.00184843,0.00289017,1,0.0375488,-2.17755e-07,-0.000461042,1,198,150,Noise
0.00027533,0.00207469,1,0.0135148,-8.41767e-08,-0.00119474,1,267,136,Noise
0.000930233,0.00666667,1,0.0253352,-1.19236e-07,-0.00084246,1,161,148,Noise
0.00179856,0.00675676,1,0.0333333,-1.64215e-07,-0.000611621,1,246,164,Noise
0.000723066,0.00292398,1,0.0193037,-1.08879e-07,-0.000922509,1,171,148,Noise
0.00171233,0.0027248,1,0.03125,-1.3722e-07,-0.000732064,1,244,163,Noise
0.00138504,0.00617284,1,0.0366989,-2.44298e-07,-0.000410846,1,150,143,Noise
0.000280741,0.00255102,1,0.0149558,-1.08883e-07,-0.000922509,1,273,133,Noise
0.000769823,0.00268097,1,0.0188679,-1.06561e-07,-0.000942507,1,169,146,Noise
0.000245218,0.00195313,1,0.0123362,-8.27845e-08,-0.00121359,1,269,132,Noise
0.00495049,0.00943396,1,0.0578743,-4.55042e-07,-0.000220313,1,190,96,Noise
0.000926784,0.00769231,1,0.0214863,-1.41067e-07,-0.000711744,1,159,146,Noise
0.000209118,0.00285714,1,0.00909091,-1.2215e-07,-0.000822368,1,239,134,Noise
0.0047619,0.011236,1,0.0578743,-4.35257e-07,-0.000230309,1,190,96,Noise
0.00333333,0.0175439,1,0.0333333,-2.00329e-07,-0.000501253,1,243,165,Noise
0.000257467,0.00198807,1,0.0126439,-8.14385e-08,-0.00123457,1,268,134,Noise
0.00462963,0.00934579,1,0.0578743,-4.55042e-07,-0.000220313,1,190,96,Noise
0.000738007,0.0070922,1,0.0209685,-1.26778e-07,-0.000792393,1,158,144,Noise
0.00473934,0.00900901,1,0.0578743,-4.35257e-07,-0.000230309,1,190,96,Noise
0.000749625,0.00684932,1,0.020544,-1.28404e-07,-0.000781861,1,157,144,Noise
0.000608273,0.00114025,1,0.0173254,-1.02212e-07,-0.000983284,1,166,144,Noise
0.0052356,0.02,1,0.055465,-7.14958e-07,-0.000140154,1,190,96,Noise
0.00186567,0.00671141,1,0.0422448,-2.70706e-07,-0.000370782,1,151,144,Noise
0.00248756,0.0149254,1,0.044502,-2.86344e-07,-0.000351,1,10,210,Noise
0.000219732,0.000755287,1,0.0117903,-7.4754e-08,-0.00134409,1,264,134,Noise
0.00961538,0.00970874,1,0.104141,-7.15066e-07,-0.000140174,1,189,103,Noise
0.00170358,0.00621118,1,0.0356907,-2.50403e-07,-0.000400962,1,150,143,Noise
0.00215054,0.0136986,1,0.0403719,-2.70866e-07,-0.000371058,1,10,209,Noise
0.00022831,0.00194175,1,0.0110869,-7.53168e-08,-0.00133511,1,265,133,Noise
0.00625,0.0136986,1,0.072431,-6.25989e-07,-0.000160282,1,154,148,Noise
0.00290698,0.0166667,1,0.0380254,-3.13189e-07,-0.000320821,1,9,212,Noise
0.000230787,0.00198807,1,0.0117903,-7.70548e-08,-0.00130548,1,263,134,Noise
0.00694444,0.0163934,1,0.0806338,-6.25977e-07,-0.000160282,1,152,147,Noise
0.00277008,0.0153846,1,0.0362704,-3.13189e-07,-0.000320821,1,9,211,Noise
0.000229358,0.00200803,1,0.0116152,-7.58858e-08,-0.0013245,1,262,135,Noise
0.00021758,0.0019084,1,0.0109723,-7.4754e-08,-0.00134409,1,263,134,Noise
0.00854701,0.0196078,1,0.104141,-7.7041e-07,-0.000130225,1,152,146,Noise
0.000194818,0.00145138,1,0.00925926,-5.96294e-08,-0.00168634,1,253,138,Noise
0.000212993,0.00160514,1,0.0117903,-7.15581e-08,-0.00140647,1,256,139,Noise
0.00023084,0.00195695,1,0.0108206,-7.36605e-08,-0.00136612,1,261,137,Noise
0.00205339,0.00301205,1,0.0285714,-1.69807e-07,-0.000591716,1,202,179,Obstacles
0.000220897,0.0017762,1,0.0100524,-6.67896e-08,-0.00150602,1,259,139,Noise
0.00184502,0.0136986,1,0.034148,-1.69806e-07,-0.000591716,1,200,184,Noise
0.000243368,0.00185529,1,0.0116152,-7.47749e-08,-0.00134589,1,256,146,Noise
0.00192678,0.0136986,1,0.0328646,-1.75788e-07,-0.000571755,1,199,197,Noise
0.000240442,0.00178253,1,0.0116152,-7.26126e-08,-0.00138504,1,256,148,Noise
0.00158479,0.012987,1,0.0290895,-1.69841e-07,-0.000591716,1,199,203,Noise
0.000484496,0.003663,1,0.0208936,-1.56508e-07,-0.000641849,1,281,131,Noise
0.000488281,0.00355872,1,0.0212129,-1.23729e-07,-0.000813008,1,210,194,Obstacles
0.0052356,0.0227273,1,0.0562966,-4.17586e-07,-0.000240616,1,8,215,Noise
0.000374111,0.003003,1,0.0170693,-1.43096e-07,-0.000701754,1,283,126,Noise
0.000547345,0.00359712,1,0.018916,-1.39195e-07,-0.000722543,1,211,196,Obstacles
0.00380228,0.0192308,1,0.0432228,-3.45588e-07,-0.000290782,1,9,213,Noise
0.000379075,0.00311526,1,0.0184286,-1.43096e-07,-0.000701754,1,283,127,Noise
0.000541126,0.00943396,1,0.0181543,-1.85594e-07,-0.000541712,1,211,198,Noise
0.0035461,0.0169492,1,0.0432228,-3.45588e-07,-0.000290782,1,9,213,Noise
0.00040032,0.00309598,1,0.0184031,-1.43096e-07,-0.000701754,1,283,128,Noise
0.000547046,0.00414938,1,0.0178485,-1.49583e-07,-0.000672043,1,213,202,Obstacles
0.00362319,0.0181818,1,0.0432228,-3.13189e-07,-0.000320821,1,10,213,Noise
0.000440529,0.00321543,1,0.0194371,-1.51766e-07,-0.000661813,1,284,126,Noise
0.000568505,0.00303951,1,0.0201194,-1.0022e-07,-0.00100402,1,215,204,Obstacles
0.00361011,0.0181818,1,0.0432228,-3.13189e-07,-0.000320821,1,10,213,Noise
0.000488281,0.00346021,1,0.0200492,-1.56507e-07,-0.000641849,1,282,129,Noise
0.000610128,0.0108696,1,0.0209685,-1.78965e-07,-0.000561798,1,217,207,Noise
0.00333333,0.0166667,1,0.0380254,-3.13189e-07,-0.000320821,1,9,212,Noise
0.000359583,0.00295858,1,0.0170693,-1.43096e-07,-0.000701754,1,285,125,Noise
0.0025641,0.0149254,1,0.0350709,-2.94766e-07,-0.000340948,1,10,211,Noise
0.000768639,0.0117647,1,0.0229467,-1.78965e-07,-0.000561798,1,219,210,Noise
0.000412712,0.003125,1,0.0182125,-1.49503e-07,-0.000671592,1,284,126,Noise
0.00268097,0.0149254,1,0.0339438,-2.94766e-07,-0.000340948,1,9,211,Noise
