
0,0,-nan(ind),0.0131349,0,-0.00123457,1,-858993460,-858993460,Obstacles
0,0,-nan(ind),0.00311526,0,-0.00617284,1,-858993460,-858993460,Obstacles
0,0,-nan(ind),0.00311526,0,-0.00617284,1,-858993460,-858993460,BranchDown
0,0,-nan(ind),0.00311526,0,-0.00617284,1,-858993460,-858993460,Obstacles
0,0,-nan(ind),0.00311526,0,-0.00617284,1,-858993460,-858993460,BranchUp
0,0,-nan(ind),0.00315457,0,-0.00617284,1,-858993460,-858993460,No_fault
0,0,-nan(ind),0.00311526,0,-0.00617284,1,-858993460,-858993460,Obstacles
0,0,-nan(ind),0,0,-0.00617284,1,-858993460,-858993460,Obstacles
0,0,-nan(ind),0.00311526,0,-0.00617284,1,-858993460,-858993460,
0,0,-nan(ind),0.00311526,0,-0.00617284,1,-858993460,-858993460,Obstacles
